Name,ID,State,Notes,User,Tags,Created,Runtime,Sweep,batch_size,client_lr,dataset,dataset_size_limit,epochs,epochs_per_client,loss_function,lr_decay,model,num_clients,num_rounds,random_seed,sampling,server_lr,use_experimental_simulation_loop,central_dataset_index,acc,best_epoch,best_val_confusion_matrix,best_val_loss,epoch,len_train,loss,params,round,shuffle_buffer,val_acc,val_auc_nct,val_auc_nict,val_auc_pct,val_loss,val_metrics.accuracy,val_metrics.macro avg.f1-score,val_metrics.macro avg.precision,val_metrics.macro avg.recall,val_metrics.macro avg.support,val_metrics.nct.accuracy,val_metrics.nct.f1-score,val_metrics.nct.precision,val_metrics.nct.recall,val_metrics.nct.specificity,val_metrics.nct.support,val_metrics.nict.accuracy,val_metrics.nict.f1-score,val_metrics.nict.precision,val_metrics.nict.recall,val_metrics.nict.specificity,val_metrics.nict.support,val_metrics.pct.accuracy,val_metrics.pct.f1-score,val_metrics.pct.precision,val_metrics.pct.recall,val_metrics.pct.specificity,val_metrics.pct.support,val_metrics.weighted avg.f1-score,val_metrics.weighted avg.precision,val_metrics.weighted avg.recall,val_metrics.weighted avg.support
"{model: vgg_16, client_lr: 0.001, lr_decay: 0, num_clients: 1}",dqmrm72p,finished,-,maxb,,2021-04-20T06:23:23.000Z,14755,7gaer1ki,64,0.001,HUST-19 (slices),,150,,categorical_crossentropy,0,VGG_16,1,,4242,,,,0,0.8907766938,60,"[[416,62,93],[34,364,2],[43,16,939]]",,150,17716,0.219674021,14768835,,,,,,,0.2665477991,0.8730319959,0.8569251872,0.8584888634,0.8598093911,1969,0.9217877095,0.9242125984,0.9081237911,0.9408817635,0.9021627188,998,0.8821736922,0.7819548872,0.8438133874,0.7285464098,0.9449213162,571,0.9421025901,0.864608076,0.8235294118,0.91,0.9502868069,400,0.8708499971,0.8722888535,0.8730319959,1969
"{model: Federated VGG_Simple, client_lr: 0.0001, lr_decay: 0, num_clients: 1, epochs_per_client: 5}",gs5d4ksd,finished,-,maxb,host-max-pve,2021-04-14T06:24:53.000Z,8014,chlrvmn2,64,0.0001,HUST-19 (slices),,150,5,categorical_crossentropy,0,Federated VGG_Simple,1,30,4242,stratified_shuffle_deterministic,1,FALSE,,0.8661887646,60,"[[378,72,121],[25,372,3],[31,9,958]]",,150,17716,0.2715852857,714467,30,88580,,,,,0.2822446525,0.8674454038,0.8485361205,0.8591857357,0.850638779,1969,0.9167089893,0.9211538462,0.8853974122,0.9599198397,0.8722966014,998,0.873539868,0.752238806,0.8709677419,0.6619964974,0.9599427754,571,0.9446419502,0.8722157093,0.821192053,0.93,0.948374761,400,0.8622276183,0.868169639,0.8674454038,1969
"{model: Federated VGG_16, client_lr: 0.0001, lr_decay: 0.05, num_clients: 3, epochs_per_client: 5}",rkgmhsk1,finished,-,maxb,host-max-pve,2021-04-14T08:42:03.000Z,11535,chlrvmn2,64,0.0001,HUST-19 (slices),,150,5,categorical_crossentropy,0.05,Federated VGG_16,3,30,4242,stratified_shuffle_deterministic,1,FALSE,,0.8948408365,65,"[[491,34,46],[36,359,5],[103,12,883]]",,150,17716,0.2165959328,14768835,30,29525,,,,,0.2673237026,0.8801422042,0.8745520325,0.8703936594,0.8807214868,1969,0.9156932453,0.9140786749,0.9453961456,0.8847695391,0.947476828,998,0.8887760284,0.8176519567,0.7793650794,0.8598949212,0.9005722461,571,0.9558151346,0.8919254658,0.8864197531,0.8975,0.970681963,400,0.8816150184,0.8852669959,0.8801422042,1969
"{model: Federated VGG_16, client_lr: 0.0001, lr_decay: 0.05, num_clients: 2, epochs_per_client: 5}",yw044nfq,finished,-,maxb,max-pve,2021-04-11T00:15:39.000Z,11468,am6j3hgn,64,0.0001,HUST-19 (slices),,150,5,categorical_crossentropy,0.05,Federated VGG_16,2,30,4242,stratified_shuffle_deterministic,1,FALSE,,0.8936780095,65,"[[387,66,118],[30,369,1],[24,15,959]]",,150,17716,0.2172036022,14768835,30,44290,,,,,0.2723438442,0.8710005079,0.8523165096,0.8623871367,0.8537267208,1969,0.9197562214,0.9238921002,0.8896103896,0.9609218437,0.877445932,998,0.8791264601,0.7648221344,0.8775510204,0.6777583187,0.9613733906,571,0.9431183342,0.8682352941,0.82,0.9225,0.948374761,400,0.8664560043,0.8719719662,0.8710005079,1969
"{model: vgg_16, client_lr: 0.01, lr_decay: 0, num_clients: 2}",j2msyti8,finished,-,maxb,,2021-04-20T02:15:32.000Z,4887,7gaer1ki,64,0.01,HUST-19 (slices),,150,,categorical_crossentropy,0,VGG_16,2,,4242,stratified_shuffle_deterministic,,,0,0.5068864226,67,"[[0,0,571],[0,0,400],[0,0,998]]",,150,8858,1.028006554,14768835,,,,,,,1.027187586,0.5068562722,0.2242444669,0.1689520907,0.3333333333,1969,0.5068562722,0.6727334007,0.5068562722,1,0,998,0.7100050787,0,0,0,1,571,0.7968511935,0,0,0,1,400,0.3409791437,0.2569032807,0.5068562722,1969
"{model: vgg_simple, client_lr: 0.01, lr_decay: 0, num_clients: 2}",rl6fnt0j,finished,-,maxb,,2021-04-20T03:41:42.000Z,2748,7gaer1ki,64,0.01,HUST-19 (slices),,150,,categorical_crossentropy,0,VGG_Simple,2,,4242,stratified_shuffle_deterministic,,,0,0.5068864226,67,"[[0,0,571],[0,0,400],[0,0,998]]",,150,8858,1.028007627,714467,,,,,,,1.027187705,0.5068562722,0.2242444669,0.1689520907,0.3333333333,1969,0.5068562722,0.6727334007,0.5068562722,1,0,998,0.7100050787,0,0,0,1,571,0.7968511935,0,0,0,1,400,0.3409791437,0.2569032807,0.5068562722,1969
"{model: vgg_simple, client_lr: 0.001, lr_decay: 0, num_clients: 3}",iqisf4fl,finished,-,maxb,,2021-04-20T08:10:48.000Z,1946,7gaer1ki,64,0.001,HUST-19 (slices),,150,,categorical_crossentropy,0,VGG_Simple,3,,4242,stratified_shuffle_deterministic,,,0,0.8259102702,68,"[[366,54,151],[49,339,12],[22,18,958]]",,150,5905,0.3587279916,714467,,,,,,,0.3828167915,0.844591163,0.8221318343,0.8389800783,0.8161335251,1969,0.8969019807,0.9042000944,0.8545941124,0.9599198397,0.8321318229,998,0.8598273235,0.7261904762,0.8375286041,0.6409807356,0.9492131617,571,0.9324530218,0.8360049322,0.8248175182,0.8475,0.9541108987,400,0.8387244434,0.8435961221,0.844591163,1969
"{model: Federated VGG_Simple, client_lr: 0.01, lr_decay: 0.05, num_clients: 2, epochs_per_client: 10}",tv5xo5e7,finished,-,maxb,max-pve,2021-04-11T05:04:50.000Z,4791,am6j3hgn,64,0.01,HUST-19 (slices),,150,10,categorical_crossentropy,0.05,Federated VGG_Simple,2,15,4242,stratified_shuffle_deterministic,1,FALSE,,0.5063840747,70,"[[0,0,571],[0,0,400],[0,0,998]]",,150,17716,0.9845730662,714467,15,88580,,,,,0.988217473,0.5068562722,0.2242444669,0.1689520907,0.3333333333,1969,0.5068562722,0.6727334007,0.5068562722,1,0,998,0.7100050787,0,0,0,1,571,0.7968511935,0,0,0,1,400,0.3409791437,0.2569032807,0.5068562722,1969
"{model: vgg_simple, client_lr: 0.0001, lr_decay: 0, num_clients: 1}",y52b7ktx,finished,-,maxb,,2021-04-20T11:07:30.000Z,5120,7gaer1ki,64,0.0001,HUST-19 (slices),,150,,categorical_crossentropy,0,VGG_Simple,1,,4242,,,,0,0.8617633581,75,"[[445,35,91],[71,328,1],[53,9,936]]",,150,17716,0.2676339746,714467,,,,,,,0.2767301798,0.8679532758,0.851476947,0.8581000268,0.8457367508,1969,0.9217877095,0.923988154,0.9105058366,0.9378757515,0.9052523172,998,0.8730319959,0.7807017544,0.7820738137,0.7793345009,0.9113018598,571,0.9410868461,0.8497409326,0.8817204301,0.82,0.9719566603,400,0.8673525914,0.8674134812,0.8679532758,1969
"{model: Federated VGG_Simple, client_lr: 0.01, lr_decay: 0, num_clients: 2, epochs_per_client: 10}",89l8rp12,finished,-,maxb,,2021-04-10T21:39:26.000Z,7678,am6j3hgn,64,0.01,HUST-19 (slices),,150,10,categorical_crossentropy,0,Federated VGG_Simple,2,15,4242,stratified_shuffle_deterministic,1,FALSE,,0.5069428682,80,"[[0,0,571],[0,0,400],[0,0,998]]",,150,17716,1.027645588,714467,15,88580,,,,,1.027189374,0.5068562722,0.2242444669,0.1689520907,0.3333333333,1969,0.5068562722,0.6727334007,0.5068562722,1,0,998,0.7100050787,0,0,0,1,571,0.7968511935,0,0,0,1,400,0.3409791437,0.2569032807,0.5068562722,1969
"{model: Federated VGG_Simple, client_lr: 0.01, lr_decay: 0, num_clients: 3, epochs_per_client: 5}",e4m1bchi,finished,-,maxb,host-max-pve,2021-04-12T23:08:34.000Z,7980,chlrvmn2,64,0.01,HUST-19 (slices),,150,5,categorical_crossentropy,0,Federated VGG_Simple,3,30,4242,stratified_shuffle_deterministic,1,FALSE,,0.5069428682,80,"[[0,0,571],[0,0,400],[0,0,998]]",,150,17716,1.027749896,714467,30,29525,,,,,1.027189374,0.5068562722,0.2242444669,0.1689520907,0.3333333333,1969,0.5068562722,0.6727334007,0.5068562722,1,0,998,0.7100050787,0,0,0,1,571,0.7968511935,0,0,0,1,400,0.3409791437,0.2569032807,0.5068562722,1969
"{model: vgg_16, client_lr: 0.001, lr_decay: 0, num_clients: 3}",fiml6ssy,finished,-,maxb,,2021-04-26T21:54:28.000Z,5577,7gaer1ki,64,0.001,HUST-19 (slices),,150,,categorical_crossentropy,0,VGG_16,3,,4242,stratified_shuffle_deterministic,,,0,0.8712955117,80,"[[378,58,135],[52,343,5],[36,16,946]]",,150,5905,0.259511888,14768835,,,,,,,0.3511758745,0.8466226511,0.8255176004,0.834929107,0.8224640963,1969,0.9024885729,0.9078694818,0.8710865562,0.9478957916,0.8558187436,998,0.8572879634,0.7290260366,0.8111587983,0.6619964974,0.9370529328,571,0.9334687659,0.8396572827,0.8225419664,0.8575,0.9528362014,400,0.8421485642,0.8438460353,0.8466226511,1969
"{model: Federated VGG_Simple, client_lr: 0.01, lr_decay: 0, num_clients: 1, epochs_per_client: 10}",gh5nnvpw,finished,-,maxb,host-max-pve,2021-04-13T01:24:24.000Z,8542,chlrvmn2,64,0.01,HUST-19 (slices),,150,10,categorical_crossentropy,0,Federated VGG_Simple,1,15,4242,stratified_shuffle_deterministic,1,FALSE,,0.5069428682,80,"[[0,0,571],[0,0,400],[0,0,998]]",,150,17716,1.027593017,714467,15,177160,,,,,1.027236462,0.5068562722,0.2242444669,0.1689520907,0.3333333333,1969,0.5068562722,0.6727334007,0.5068562722,1,0,998,0.7100050787,0,0,0,1,571,0.7968511935,0,0,0,1,400,0.3409791437,0.2569032807,0.5068562722,1969
"{model: Federated VGG_16, client_lr: 0.01, lr_decay: 0.05, num_clients: 3, epochs_per_client: 10}",n8n0pwq7,finished,-,maxb,host-max-main,2021-04-13T02:23:26.000Z,11649,chlrvmn2,64,0.01,HUST-19 (slices),,150,10,categorical_crossentropy,0.05,Federated VGG_16,3,15,4242,stratified_shuffle_deterministic,1,FALSE,,0.5069428682,80,"[[0,0,571],[0,0,400],[0,0,998]]",,150,17716,1.027250409,14768835,15,59050,,,,,1.02718699,0.5068562722,0.2242444669,0.1689520907,0.3333333333,1969,0.5068562722,0.6727334007,0.5068562722,1,0,998,0.7100050787,0,0,0,1,571,0.7968511935,0,0,0,1,400,0.3409791437,0.2569032807,0.5068562722,1969
"{model: Federated VGG_16, client_lr: 0.01, lr_decay: 0.05, num_clients: 2, epochs_per_client: 5}",e33q9539,finished,-,maxb,,2021-04-10T21:31:39.000Z,11025,am6j3hgn,64,0.01,HUST-19 (slices),,150,5,categorical_crossentropy,0.05,Federated VGG_16,2,30,4242,stratified_shuffle_deterministic,1,FALSE,,0.5069428682,90,"[[0,0,571],[0,0,400],[0,0,998]]",,150,17716,1.02731359,14768835,30,44290,,,,,1.027187109,0.5068562722,0.2242444669,0.1689520907,0.3333333333,1969,0.5068562722,0.6727334007,0.5068562722,1,0,998,0.7100050787,0,0,0,1,571,0.7968511935,0,0,0,1,400,0.3409791437,0.2569032807,0.5068562722,1969
"{model: Federated VGG_Simple, client_lr: 0.01, lr_decay: 0.05, num_clients: 2, epochs_per_client: 5}",i0qr5mi7,finished,-,maxb,,2021-04-10T21:34:14.000Z,7880,am6j3hgn,64,0.01,HUST-19 (slices),,150,5,categorical_crossentropy,0.05,Federated VGG_Simple,2,30,4242,stratified_shuffle_deterministic,1,FALSE,,0.5069428682,90,"[[0,0,571],[0,0,400],[0,0,998]]",,150,17716,1.027273536,714467,30,44290,,,,,1.027187109,0.5068562722,0.2242444669,0.1689520907,0.3333333333,1969,0.5068562722,0.6727334007,0.5068562722,1,0,998,0.7100050787,0,0,0,1,571,0.7968511935,0,0,0,1,400,0.3409791437,0.2569032807,0.5068562722,1969
"{model: Federated VGG_16, client_lr: 0.001, lr_decay: 0, num_clients: 2, epochs_per_client: 10}",r2n4js00,finished,-,maxb,max-pve,2021-04-10T22:57:56.000Z,10982,am6j3hgn,64,0.001,HUST-19 (slices),,150,10,categorical_crossentropy,0,Federated VGG_16,2,15,4242,stratified_shuffle_deterministic,1,FALSE,,0.894620657,90,"[[398,45,128],[50,342,8],[22,12,964]]",,150,17716,0.216840446,14768835,15,88580,,,,,0.305178076,0.8654139157,0.8465633038,0.8601050014,0.8393182103,1969,0.9136617572,0.918970448,0.8763636364,0.9659318637,0.859938208,998,0.875571356,0.7646493756,0.8468085106,0.6970227671,0.9484978541,571,0.9415947181,0.8560700876,0.8571428571,0.855,0.9636711281,400,0.8614399876,0.8638881216,0.8654139157,1969
"{model: Federated VGG_Simple, client_lr: 0.0001, lr_decay: 0, num_clients: 3, epochs_per_client: 10}",dzeae403,finished,-,maxb,host-max-main,2021-04-14T11:04:07.000Z,8049,chlrvmn2,64,0.0001,HUST-19 (slices),,150,10,categorical_crossentropy,0,Federated VGG_Simple,3,15,4242,stratified_shuffle_deterministic,1,FALSE,,0.8782513142,100,"[[398,46,127],[37,361,2],[25,15,958]]",,150,17716,0.248985067,714467,15,59050,,,,,0.2789002955,0.8720162519,0.8555715722,0.8672607471,0.8541455766,1969,0.9146775013,0.9194630872,0.8814338235,0.9609218437,0.8671472709,998,0.8821736922,0.7716535433,0.8808988764,0.6865148862,0.9620886981,571,0.9471813103,0.8755980861,0.8394495413,0.915,0.9553855959,400,0.8676879476,0.8727496348,0.8720162519,1969
"{model: Federated VGG_Simple, client_lr: 0.0001, lr_decay: 0, num_clients: 2, epochs_per_client: 5}",p3cxpowm,finished,-,maxb,max-pve,2021-04-11T05:19:33.000Z,5065,am6j3hgn,64,0.0001,HUST-19 (slices),,150,5,categorical_crossentropy,0,Federated VGG_Simple,2,30,4242,stratified_shuffle_deterministic,1,FALSE,,0.8677466512,100,"[[420,42,109],[55,343,2],[36,14,948]]",,150,17716,0.2635977268,714467,30,44290,,,,,0.252684921,0.8689690198,0.8522146677,0.8589170223,0.8476504878,1969,0.9182326054,0.9217306757,0.895184136,0.9498997996,0.885684861,998,0.8770949721,0.7763401109,0.8219178082,0.7355516637,0.93490701,571,0.9426104622,0.8585732165,0.8596491228,0.8575,0.9643084767,400,0.8667377879,0.8667183775,0.8689690198,1969
"{model: Federated VGG_Simple, client_lr: 0.01, lr_decay: 0.05, num_clients: 3, epochs_per_client: 5}",pozlf3qd,finished,-,maxb,host-max-pve,2021-04-12T23:11:26.000Z,7976,chlrvmn2,64,0.01,HUST-19 (slices),,150,5,categorical_crossentropy,0.05,Federated VGG_Simple,3,30,4242,stratified_shuffle_deterministic,1,FALSE,,0.5069428682,100,"[[0,0,571],[0,0,400],[0,0,998]]",,150,17716,1.02735579,714467,30,29525,,,,,1.027187347,0.5068562722,0.2242444669,0.1689520907,0.3333333333,1969,0.5068562722,0.6727334007,0.5068562722,1,0,998,0.7100050787,0,0,0,1,571,0.7968511935,0,0,0,1,400,0.3409791437,0.2569032807,0.5068562722,1969
"{model: Federated VGG_16, client_lr: 0.001, lr_decay: 0.05, num_clients: 1, epochs_per_client: 5}",6im8iala,finished,-,maxb,host-max-pve,2021-04-13T05:49:46.000Z,18181,chlrvmn2,64,0.001,HUST-19 (slices),,150,5,categorical_crossentropy,0.05,Federated VGG_16,1,30,4242,stratified_shuffle_deterministic,1,FALSE,,0.8247685432,105,"[[418,41,112],[53,343,4],[42,13,943]]",,150,17716,0.36804986,14768835,30,88580,,,,,0.2808279395,0.8654139157,0.8496048894,0.8564191214,0.8448129388,1969,0.9131538852,0.916869227,0.8904627007,0.9448897796,0.8805355304,998,0.87404774,0.7712177122,0.8148148148,0.7320490368,0.9320457797,571,0.9436262062,0.860727729,0.8639798489,0.8575,0.965583174,400,0.8632259491,0.8631452382,0.8654139157,1969
"{model: Federated VGG_16, client_lr: 0.001, lr_decay: 0.05, num_clients: 2, epochs_per_client: 5}",gz5p2v95,finished,-,maxb,host-max-main,2021-04-10T22:43:50.000Z,18130,am6j3hgn,64,0.001,HUST-19 (slices),,150,5,categorical_crossentropy,0.05,Federated VGG_16,2,30,4242,stratified_shuffle_deterministic,1,FALSE,,0.8907879591,105,"[[390,65,116],[24,373,3],[40,14,944]]",,150,17716,0.2192242742,14768835,30,44290,,,,,0.2800486982,0.8669375317,0.8508742097,0.857434919,0.8538013476,1969,0.9121381412,0.916060165,0.8880526811,0.9458917836,0.877445932,998,0.875571356,0.7609756098,0.859030837,0.6830122592,0.9542203147,571,0.9461655663,0.8755868545,0.8252212389,0.9325,0.9496494583,400,0.8628643269,0.8668723612,0.8669375317,1969
"{model: vgg_16, client_lr: 0.01, lr_decay: 0.05, num_clients: 3}",v571r43h,finished,-,maxb,,2021-04-20T04:27:32.000Z,5547,7gaer1ki,64,0.01,HUST-19 (slices),,150,,categorical_crossentropy,0.05,VGG_16,3,,4242,stratified_shuffle_deterministic,,,0,0.5070279241,105,"[[0,0,571],[0,0,400],[0,0,998]]",,150,5905,1.027445078,14768835,,,,,,,1.027187347,0.5068562722,0.2242444669,0.1689520907,0.3333333333,1969,0.5068562722,0.6727334007,0.5068562722,1,0,998,0.7100050787,0,0,0,1,571,0.7968511935,0,0,0,1,400,0.3409791437,0.2569032807,0.5068562722,1969
"{model: Federated VGG_16, client_lr: 0.0001, lr_decay: 0.05, num_clients: 3, epochs_per_client: 10}",6h29i8uh,finished,-,maxb,host-max-pve,2021-04-14T12:11:00.000Z,11593,chlrvmn2,64,0.0001,HUST-19 (slices),,150,10,categorical_crossentropy,0.05,Federated VGG_16,3,15,4242,stratified_shuffle_deterministic,1,FALSE,,0.9235324264,110,"[[376,81,114],[9,387,4],[35,16,947]]",,150,17716,0.1605661362,14768835,15,59050,,,,,0.3382293284,0.8765871001,0.8621760705,0.8757336414,0.8623940555,1969,0.9136617572,0.9186602871,0.8791208791,0.9619238477,0.8640576725,998,0.8852209243,0.774,0.9020979021,0.6777583187,0.9699570815,571,0.9542915185,0.8938679245,0.8459821429,0.9475,0.9560229446,400,0.8716729997,0.8790520044,0.8765871001,1969
"{model: Federated VGG_Simple, client_lr: 0.01, lr_decay: 0, num_clients: 3, epochs_per_client: 10}",w4h75ga0,finished,-,maxb,host-max-pve,2021-04-13T01:31:33.000Z,7837,chlrvmn2,64,0.01,HUST-19 (slices),,150,10,categorical_crossentropy,0,Federated VGG_Simple,3,15,4242,stratified_shuffle_deterministic,1,FALSE,,0.5069428682,110,"[[0,0,571],[0,0,400],[0,0,998]]",,150,17716,1.027639151,714467,15,59050,,,,,1.027193427,0.5068562722,0.2242444669,0.1689520907,0.3333333333,1969,0.5068562722,0.6727334007,0.5068562722,1,0,998,0.7100050787,0,0,0,1,571,0.7968511935,0,0,0,1,400,0.3409791437,0.2569032807,0.5068562722,1969
"{model: Federated VGG_Simple, client_lr: 0.01, lr_decay: 0, num_clients: 1, epochs_per_client: 5}",srpetzxa,finished,-,maxb,host-max-main,2021-04-12T23:07:04.000Z,8713,chlrvmn2,64,0.01,HUST-19 (slices),,150,5,categorical_crossentropy,0,Federated VGG_Simple,1,30,4242,stratified_shuffle_deterministic,1,FALSE,,0.5069428682,115,"[[0,0,571],[0,0,400],[0,0,998]]",,150,17716,1.027584434,714467,30,88580,,,,,1.02720654,0.5068562722,0.2242444669,0.1689520907,0.3333333333,1969,0.5068562722,0.6727334007,0.5068562722,1,0,998,0.7100050787,0,0,0,1,571,0.7968511935,0,0,0,1,400,0.3409791437,0.2569032807,0.5068562722,1969
"{model: Federated VGG_16, client_lr: 0.001, lr_decay: 0, num_clients: 2, epochs_per_client: 5}",80t1o7o9,finished,-,maxb,host-max-main,2021-04-11T05:04:56.000Z,18033,am6j3hgn,64,0.001,HUST-19 (slices),,150,5,categorical_crossentropy,0,Federated VGG_16,2,30,4242,stratified_shuffle_deterministic,1,FALSE,,0.8874238133,120,"[[430,36,105],[50,346,4],[51,4,943]]",,150,17716,0.2321838737,14768835,30,44290,,,,,0.2488517016,0.8730319959,0.8602687996,0.8675179111,0.8543181927,1969,0.9167089893,0.92,0.8963878327,0.9448897796,0.8877445932,998,0.8770949721,0.780399274,0.8097928437,0.7530647986,0.9277539342,571,0.9522600305,0.8804071247,0.896373057,0.865,0.9745060548,400,0.8714732531,0.871272724,0.8730319959,1969
"{model: Federated VGG_16, client_lr: 0.01, lr_decay: 0.05, num_clients: 2, epochs_per_client: 10}",gjni264r,finished,-,maxb,max-pve,2021-04-11T05:04:37.000Z,10923,am6j3hgn,64,0.01,HUST-19 (slices),,150,10,categorical_crossentropy,0.05,Federated VGG_16,2,15,4242,stratified_shuffle_deterministic,1,FALSE,,0.5069428682,120,"[[0,0,571],[0,0,400],[0,0,998]]",,150,17716,1.027305245,14768835,15,88580,,,,,1.02718842,0.5068562722,0.2242444669,0.1689520907,0.3333333333,1969,0.5068562722,0.6727334007,0.5068562722,1,0,998,0.7100050787,0,0,0,1,571,0.7968511935,0,0,0,1,400,0.3409791437,0.2569032807,0.5068562722,1969
"{model: Federated VGG_Simple, client_lr: 0.01, lr_decay: 0.05, num_clients: 1, epochs_per_client: 10}",n72hxr3r,finished,-,maxb,host-max-pve,2021-04-13T03:42:21.000Z,7643,chlrvmn2,64,0.01,HUST-19 (slices),,150,10,categorical_crossentropy,0.05,Federated VGG_Simple,1,15,4242,stratified_shuffle_deterministic,1,FALSE,,0.5069428682,120,"[[0,0,571],[0,0,400],[0,0,998]]",,150,17716,1.027207851,714467,15,177160,,,,,1.027187109,0.5068562722,0.2242444669,0.1689520907,0.3333333333,1969,0.5068562722,0.6727334007,0.5068562722,1,0,998,0.7100050787,0,0,0,1,571,0.7968511935,0,0,0,1,400,0.3409791437,0.2569032807,0.5068562722,1969
"{model: Federated VGG_Simple, client_lr: 0.001, lr_decay: 0, num_clients: 1, epochs_per_client: 10}",tc52p7fh,finished,-,maxb,host-max-main,2021-04-14T01:16:54.000Z,8784,chlrvmn2,64,0.001,HUST-19 (slices),,150,10,categorical_crossentropy,0,Federated VGG_Simple,1,15,4242,stratified_shuffle_deterministic,1,FALSE,,0.8615489006,120,"[[372,72,127],[20,377,3],[10,21,967]]",,150,17716,0.2713124454,714467,15,177160,,,,,0.2729651034,0.8715083799,0.8514874837,0.8696652601,0.8543088307,1969,0.9182326054,0.923150358,0.8814949863,0.9689378758,0.8661174047,998,0.8836973083,0.7646454265,0.9253731343,0.6514886165,0.9785407725,571,0.9410868461,0.8666666667,0.8021276596,0.9425,0.9407265774,400,0.8657101384,0.8780960487,0.8715083799,1969
"{model: Federated VGG_16, client_lr: 0.001, lr_decay: 0.05, num_clients: 1, epochs_per_client: 10}",wos745zf,finished,-,maxb,host-max-main,2021-04-14T03:29:51.000Z,19004,chlrvmn2,64,0.001,HUST-19 (slices),,150,10,categorical_crossentropy,0.05,Federated VGG_16,1,15,4242,stratified_shuffle_deterministic,1,FALSE,,0.8256322145,120,"[[391,51,129],[42,351,7],[30,15,953]]",,150,17716,0.3687563539,14768835,15,177160,,,,,0.2888639569,0.8608430675,0.8429333444,0.8537779478,0.8390577974,1969,0.9080751651,0.9132726402,0.8751147842,0.9549098196,0.859938208,998,0.8720162519,0.7562862669,0.8444924406,0.6847635727,0.9484978541,571,0.9415947181,0.8592411261,0.8417266187,0.8775,0.9579349904,400,0.8567709516,0.8594516941,0.8608430675,1969
"{model: Federated VGG_16, client_lr: 0.0001, lr_decay: 0.05, num_clients: 2, epochs_per_client: 10}",wxp6tu67,finished,-,maxb,max-pve,2021-04-11T02:06:38.000Z,11573,am6j3hgn,64,0.0001,HUST-19 (slices),,150,10,categorical_crossentropy,0.05,Federated VGG_16,2,15,4242,stratified_shuffle_deterministic,1,FALSE,,0.9154323936,120,"[[418,66,87],[19,374,7],[44,11,943]]",,150,17716,0.1754462719,14768835,15,88580,,,,,0.2800693512,0.8811579482,0.8668080184,0.8692150224,0.8706462721,1969,0.9243270696,0.9267813268,0.9093539055,0.9448897796,0.903192585,998,0.8902996445,0.7946768061,0.869022869,0.7320490368,0.9549356223,571,0.9476891823,0.8789659224,0.8292682927,0.935,0.9509241555,400,0.8787580444,0.8813888131,0.8811579482,1969
"{model: vgg_simple, client_lr: 0.001, lr_decay: 0, num_clients: 1}",dx5ebjeu,finished,-,maxb,,2021-04-20T08:43:17.000Z,5187,7gaer1ki,64,0.001,HUST-19 (slices),,150,,categorical_crossentropy,0,VGG_Simple,1,,4242,,,,0,0.8492887616,126,"[[389,82,100],[25,374,1],[37,2,959]]",,150,17716,0.2899339199,714467,,,,,,,0.2565038204,0.874555612,0.8550067024,0.8612795279,0.8590609298,1969,0.9288979177,0.9319727891,0.9047169811,0.9609218437,0.8959835221,998,0.876079228,0.7612524462,0.8625277162,0.6812609457,0.9556509299,571,0.9441340782,0.8717948718,0.8165938865,0.935,0.9464627151,400,0.8702396846,0.8745802071,0.874555612,1969
"{model: Federated VGG_Simple, client_lr: 0.001, lr_decay: 0, num_clients: 2, epochs_per_client: 5}",7e1cemt6,finished,-,maxb,,2021-04-11T05:17:58.000Z,7718,am6j3hgn,64,0.001,HUST-19 (slices),,150,5,categorical_crossentropy,0,Federated VGG_Simple,2,30,4242,stratified_shuffle_deterministic,1,FALSE,,0.8685708046,130,"[[408,39,124],[43,353,4],[21,12,965]]",,150,17716,0.265152514,714467,30,44290,,,,,0.2518744469,0.8765871001,0.8611571271,0.8736867604,0.8546565899,1969,0.9182326054,0.9230033477,0.8828911253,0.9669338677,0.868177137,998,0.8847130523,0.782358581,0.8644067797,0.7145359019,0.9542203147,571,0.9502285424,0.8781094527,0.8737623762,0.8825,0.9674952199,400,0.8730969385,0.8756762645,0.8765871001,1969
"{model: Federated VGG_Simple, client_lr: 0.0001, lr_decay: 0, num_clients: 3, epochs_per_client: 5}",g2ybq0my,finished,-,maxb,host-max-main,2021-04-14T06:32:09.000Z,8099,chlrvmn2,64,0.0001,HUST-19 (slices),,150,5,categorical_crossentropy,0,Federated VGG_Simple,3,30,4242,stratified_shuffle_deterministic,1,FALSE,,0.8685820699,130,"[[394,56,121],[23,372,5],[16,12,970]]",,150,17716,0.2708391547,714467,30,29525,,,,,0.253333509,0.8816658202,0.8656771287,0.8801405859,0.8639871336,1969,0.9217877095,0.9264565425,0.8850364964,0.9719438878,0.8702368692,998,0.8902996445,0.7848605578,0.9099307159,0.6900175131,0.9721030043,571,0.9512442864,0.8857142857,0.8454545455,0.93,0.9566602932,400,0.8771176852,0.8842146675,0.8816658202,1969
