Name,ID,State,Notes,User,Tags,Created,Runtime,Sweep,batch_size,client_lr,dataset,dataset_size_limit,epochs,epochs_per_client,loss_function,lr_decay,model,num_clients,num_rounds,random_seed,sampling,server_lr,use_experimental_simulation_loop,central_dataset_index,acc,best_epoch,best_val_confusion_matrix,best_val_loss,epoch,len_train,loss,params,round,shuffle_buffer,val_acc,val_auc_nct,val_auc_nict,val_auc_pct,val_loss,val_metrics.accuracy,val_metrics.macro avg.f1-score,val_metrics.macro avg.precision,val_metrics.macro avg.recall,val_metrics.macro avg.support,val_metrics.nct.accuracy,val_metrics.nct.f1-score,val_metrics.nct.precision,val_metrics.nct.recall,val_metrics.nct.specificity,val_metrics.nct.support,val_metrics.nict.accuracy,val_metrics.nict.f1-score,val_metrics.nict.precision,val_metrics.nict.recall,val_metrics.nict.specificity,val_metrics.nict.support,val_metrics.pct.accuracy,val_metrics.pct.f1-score,val_metrics.pct.precision,val_metrics.pct.recall,val_metrics.pct.specificity,val_metrics.pct.support,val_metrics.weighted avg.f1-score,val_metrics.weighted avg.precision,val_metrics.weighted avg.recall,val_metrics.weighted avg.support
"{model: Federated VGG_16, client_lr: 0.001, lr_decay: 0.05, num_clients: 3, epochs_per_client: 5}",jcijqtqc,finished,-,maxb,host-max-pve,2021-04-14T18:05:46.000Z,18731,chlrvmn2,64,0.001,HUST-19 (slices),,150,5,categorical_crossentropy,0.05,Federated VGG_16,3,30,4242,stratified_shuffle_deterministic,1,FALSE,,0.8963987231,130,"[[445,42,84],[45,349,6],[100,8,890]]",,150,17716,0.2158877105,14768835,30,29525,,,,,0.2780202031,0.8654139157,0.8495385224,0.8602605678,0.8480555858,1969,0.907567293,0.9126679463,0.8756906077,0.9529058116,0.8609680742,998,0.8765871001,0.7619980411,0.8644444444,0.6812609457,0.9563662375,571,0.9466734383,0.8739495798,0.8406466513,0.91,0.9560229446,400,0.8611088491,0.8653101396,0.8654139157,1969
"{model: Federated VGG_16, client_lr: 0.01, lr_decay: 0, num_clients: 2, epochs_per_client: 10}",lqa88eq2,finished,-,maxb,,2021-04-10T21:34:55.000Z,17948,am6j3hgn,64,0.01,HUST-19 (slices),,150,10,categorical_crossentropy,0,Federated VGG_16,2,15,4242,stratified_shuffle_deterministic,1,FALSE,,0.5069428682,130,"[[0,0,571],[0,0,400],[0,0,998]]",,150,17716,1.027579904,14768835,15,88580,,,,,1.027199864,0.5068562722,0.2242444669,0.1689520907,0.3333333333,1969,0.5068562722,0.6727334007,0.5068562722,1,0,998,0.7100050787,0,0,0,1,571,0.7968511935,0,0,0,1,400,0.3409791437,0.2569032807,0.5068562722,1969
"{model: Federated VGG_16, client_lr: 0.01, lr_decay: 0, num_clients: 2, epochs_per_client: 5}",sndjvpjw,finished,-,maxb,,2021-04-10T18:43:35.000Z,17973,am6j3hgn,64,0.01,HUST-19 (slices),,150,5,categorical_crossentropy,0,Federated VGG_16,2,30,4242,stratified_shuffle_deterministic,1,FALSE,,0.5069428682,130,"[[0,0,571],[0,0,400],[0,0,998]]",,150,17716,1.027629018,14768835,30,44290,,,,,1.027194977,0.5068562722,0.2242444669,0.1689520907,0.3333333333,1969,0.5068562722,0.6727334007,0.5068562722,1,0,998,0.7100050787,0,0,0,1,571,0.7968511935,0,0,0,1,400,0.3409791437,0.2569032807,0.5068562722,1969
"{model: Federated VGG_Simple, client_lr: 0.001, lr_decay: 0.05, num_clients: 1, epochs_per_client: 5}",932p87d9,finished,-,maxb,host-max-pve,2021-04-14T01:09:15.000Z,5825,chlrvmn2,64,0.001,HUST-19 (slices),,150,5,categorical_crossentropy,0.05,Federated VGG_Simple,1,30,4242,stratified_shuffle_deterministic,1,FALSE,,0.825129807,135,"[[365,58,148],[38,359,3],[22,10,966]]",,150,17716,0.3553807735,714467,30,88580,,,,,0.3083111644,0.8583037075,0.8382017371,0.8547964722,0.8348884313,1969,0.907059421,0.9134751773,0.8648164727,0.9679358717,0.8444902163,998,0.8649060437,0.7329317269,0.8588235294,0.6392294221,0.9570815451,571,0.9446419502,0.8681983071,0.8407494145,0.8975,0.9566602932,400,0.8519205515,0.8581893554,0.8583037075,1969
"{model: vgg_16, client_lr: 0.01, lr_decay: 0.05, num_clients: 1}",41hrtfmf,finished,-,maxb,,2021-04-26T21:48:10.000Z,14703,7gaer1ki,64,0.01,HUST-19 (slices),,150,,categorical_crossentropy,0.05,VGG_16,1,,4242,,,,0,0.5069428682,136,"[[0,0,571],[0,0,400],[0,0,998]]",,150,17716,1.028472066,14768835,,,,,,,1.027189016,0.5068562722,0.2242444669,0.1689520907,0.3333333333,1969,0.5068562722,0.6727334007,0.5068562722,1,0,998,0.7100050787,0,0,0,1,571,0.7968511935,0,0,0,1,400,0.3409791437,0.2569032807,0.5068562722,1969
"{model: Federated VGG_Simple, client_lr: 0.001, lr_decay: 0, num_clients: 3, epochs_per_client: 10}",0wflfn35,finished,-,maxb,host-max-pve,2021-04-14T02:46:21.000Z,4995,chlrvmn2,64,0.001,HUST-19 (slices),,150,10,categorical_crossentropy,0,Federated VGG_Simple,3,15,4242,stratified_shuffle_deterministic,1,FALSE,,0.8628188968,140,"[[356,80,135],[17,380,3],[13,13,972]]",,150,17716,0.281144768,714467,15,59050,,,,,0.268084228,0.8674454038,0.8455846873,0.8671127108,0.8491384988,1969,0.9167089893,0.9222011385,0.8756756757,0.9739478958,0.8578784758,998,0.875571356,0.7439916405,0.9222797927,0.6234676007,0.9785407725,571,0.9426104622,0.8705612829,0.8033826638,0.95,0.9407265774,400,0.8600307142,0.8745043939,0.8674454038,1969
"{model: Federated VGG_16, client_lr: 0.001, lr_decay: 0, num_clients: 3, epochs_per_client: 5}",7e6c0xei,finished,-,maxb,host-max-main,2021-04-13T04:18:03.000Z,18217,chlrvmn2,64,0.001,HUST-19 (slices),,150,5,categorical_crossentropy,0,Federated VGG_16,3,30,4242,stratified_shuffle_deterministic,1,FALSE,,0.8840821981,140,"[[411,39,121],[39,352,9],[18,10,970]]",,150,17716,0.2453651279,14768835,30,29525,,,,,0.2556565106,0.8801422042,0.8649122955,0.8792762654,0.8572445767,1969,0.9197562214,0.9246901811,0.8818181818,0.9719438878,0.8661174047,998,0.8897917725,0.7911453321,0.8782051282,0.7197898424,0.9592274678,571,0.9507364144,0.8789013733,0.8778054863,0.88,0.9687699171,400,0.8766609115,0.8799552403,0.8801422042,1969
"{model: Federated VGG_Simple, client_lr: 0.001, lr_decay: 0.05, num_clients: 3, epochs_per_client: 10}",cfniebrs,finished,-,maxb,host-max-pve,2021-04-14T04:26:19.000Z,5127,chlrvmn2,64,0.001,HUST-19 (slices),,150,10,categorical_crossentropy,0.05,Federated VGG_Simple,3,15,4242,stratified_shuffle_deterministic,1,FALSE,,0.8368198276,140,"[[370,68,133],[18,377,5],[19,23,956]]",,150,17716,0.3458557427,714467,15,59050,,,,,0.2957223952,0.8649060437,0.8464225821,0.8628346229,0.8494672737,1969,0.9085830371,0.913957935,0.873857404,0.9579158317,0.8578784758,998,0.8791264601,0.7566462168,0.9090909091,0.6479859895,0.9735336195,571,0.9421025901,0.8686635945,0.8055555556,0.9425,0.9420012747,400,0.8591368444,0.8701995026,0.8649060437,1969
"{model: Federated VGG_16, client_lr: 0.0001, lr_decay: 0.05, num_clients: 1, epochs_per_client: 10}",q4jqolkp,finished,-,maxb,host-max-pve,2021-04-14T11:54:20.000Z,11529,chlrvmn2,64,0.0001,HUST-19 (slices),,150,10,categorical_crossentropy,0.05,Federated VGG_16,1,15,4242,stratified_shuffle_deterministic,1,FALSE,,0.9183337092,140,"[[449,28,94],[31,364,5],[51,6,941]]",,150,17716,0.1659736931,14768835,15,177160,,,,,0.2885024846,0.8842051803,0.8758051971,0.8786218122,0.8739012058,1969,0.9177247334,0.9201970443,0.9050387597,0.9358717435,0.8990731205,998,0.8902996445,0.8039927405,0.8342749529,0.7758318739,0.9370529328,571,0.9603859827,0.9032258065,0.8965517241,0.91,0.9732313576,400,0.8830506997,0.882793484,0.8842051803,1969
"{model: Federated VGG_16, client_lr: 0.001, lr_decay: 0, num_clients: 3, epochs_per_client: 10}",xqymaj72,finished,-,maxb,host-max-main,2021-04-14T01:15:45.000Z,18978,chlrvmn2,64,0.001,HUST-19 (slices),,150,10,categorical_crossentropy,0,Federated VGG_16,3,15,4242,stratified_shuffle_deterministic,1,FALSE,,0.8765409589,140,"[[395,51,125],[41,352,7],[31,14,953]]",,150,17716,0.2534272373,14768835,15,59050,,,,,0.2852447927,0.8633824276,0.8459315029,0.8560967084,0.8422262154,1969,0.9101066531,0.9150264042,0.8783410138,0.9549098196,0.8640576725,998,0.87404774,0.7610789981,0.8458244111,0.6917688266,0.9484978541,571,0.9426104622,0.8616891065,0.8441247002,0.88,0.9585723391,400,0.8595470299,0.8619603609,0.8633824276,1969
"{model: vgg_16, client_lr: 0.001, lr_decay: 0.05, num_clients: 2}",0hzxjd1r,finished,-,maxb,,2021-04-20T08:56:30.000Z,7885,7gaer1ki,64,0.001,HUST-19 (slices),,150,,categorical_crossentropy,0.05,VGG_16,2,,4242,stratified_shuffle_deterministic,,,0,0.8115827441,141,"[[340,82,149],[60,325,15],[70,29,899]]",,150,8858,0.4409665167,14768835,,,,,,,0.4916419387,0.7943118334,0.7677073547,0.7715122536,0.7695827294,1969,0.8664296597,0.8723920427,0.8457196613,0.9008016032,0.8311019567,998,0.8166582021,0.6532180596,0.7234042553,0.5954465849,0.9070100143,571,0.905535805,0.7775119617,0.745412844,0.8125,0.9292543021,400,0.7895579255,0.7898716046,0.7943118334,1969
"{model: vgg_16, client_lr: 0.001, lr_decay: 0.05, num_clients: 3}",55jgphc8,finished,-,maxb,,2021-04-20T17:16:57.000Z,3578,7gaer1ki,64,0.001,HUST-19 (slices),,150,,categorical_crossentropy,0.05,VGG_16,3,,4242,stratified_shuffle_deterministic,,,0,0.8174428344,144,"[[327,81,163],[45,340,15],[71,19,908]]",,150,5905,0.4162119031,14768835,,,,,,,0.4650055468,0.7998984256,0.7752984585,0.7823240071,0.7774997163,1969,0.8638902996,0.8714011516,0.8360957643,0.9098196393,0.8166838311,998,0.8171660741,0.6449704142,0.7381489842,0.5726795096,0.9170243205,571,0.9187404774,0.8095238095,0.7727272727,0.85,0.936265137,400,0.7931670796,0.7948184621,0.7998984256,1969
"{model: Federated VGG_Simple, client_lr: 0.001, lr_decay: 0.05, num_clients: 2, epochs_per_client: 5}",8kbx4nf9,finished,-,maxb,max-pve,2021-04-10T22:54:48.000Z,4850,am6j3hgn,64,0.001,HUST-19 (slices),,150,5,categorical_crossentropy,0.05,Federated VGG_Simple,2,30,4242,stratified_shuffle_deterministic,1,FALSE,,0.8510160446,145,"[[397,49,125],[43,356,1],[27,19,952]]",,150,17716,0.3023785949,714467,30,44290,,,,,0.2757151425,0.8659217877,0.8487195316,0.8576155303,0.8463930897,1969,0.9126460132,0.9171483622,0.8831168831,0.9539078156,0.8702368692,998,0.876079228,0.7649325626,0.8501070664,0.6952714536,0.9499284692,571,0.9431183342,0.8640776699,0.8396226415,0.89,0.9566602932,400,0.8622253056,0.8647084006,0.8659217877,1969
"{model: Federated VGG_Simple, client_lr: 0.001, lr_decay: 0.05, num_clients: 3, epochs_per_client: 5}",jiq40x42,finished,-,maxb,host-max-main,2021-04-14T01:11:56.000Z,8266,chlrvmn2,64,0.001,HUST-19 (slices),,150,5,categorical_crossentropy,0.05,Federated VGG_Simple,3,30,4242,stratified_shuffle_deterministic,1,FALSE,,0.8293294311,145,"[[350,88,133],[14,380,6],[24,25,949]]",,150,17716,0.3737463355,714467,30,29525,,,,,0.3151806295,0.8527171153,0.8302887322,0.8483651926,0.8379538411,1969,0.9045200609,0.9098753595,0.8722426471,0.9509018036,0.8568486097,998,0.8684611478,0.7299270073,0.9020618557,0.6129597198,0.9728183119,571,0.9324530218,0.8510638298,0.7707910751,0.95,0.9279796048,400,0.8457437592,0.8602803003,0.8527171153,1969
"{model: vgg_simple, client_lr: 0.01, lr_decay: 0.05, num_clients: 1}",61quw5lp,finished,-,maxb,,2021-04-26T21:52:33.000Z,5152,7gaer1ki,64,0.01,HUST-19 (slices),,150,,categorical_crossentropy,0.05,VGG_Simple,1,,4242,,,,0,0.6777489185,147,"[[177,16,378],[18,215,167],[3,3,992]]",,150,17716,0.6820855141,714467,,,,,,,0.6125233769,0.7028948705,0.640404846,0.8193853184,0.6138234876,1969,0.720162519,0.782642998,0.6454131425,0.993987976,0.438722966,998,0.7892331133,0.4603381014,0.8939393939,0.3099824869,0.9849785408,571,0.8963941087,0.6782334385,0.9188034188,0.5375,0.987890376,400,0.6679655375,0.7730234016,0.7028948705,1969
"{model: vgg_16, client_lr: 0.0001, lr_decay: 0.05, num_clients: 2}",0wvccvrp,finished,-,maxb,,2021-04-20T11:42:18.000Z,7860,7gaer1ki,64,0.0001,HUST-19 (slices),,150,,categorical_crossentropy,0.05,VGG_16,2,,4242,stratified_shuffle_deterministic,,,0,0.8715285659,148,"[[414,56,101],[45,347,8],[62,22,914]]",,150,8858,0.2786868513,14768835,,,,,,,0.3152190745,0.8506856272,0.8346522003,0.8348489811,0.8361251487,1969,0.9019807009,0.9045027214,0.8934506354,0.9158316633,0.8877445932,998,0.8659217877,0.7582417582,0.7946257198,0.7250437828,0.9234620887,571,0.9334687659,0.8412121212,0.8164705882,0.8675,0.9502868069,400,0.849230375,0.8491535071,0.8506856272,1969
"{model: vgg_16, client_lr: 0.0001, lr_decay: 0.05, num_clients: 3}",pk0ikgjw,finished,-,maxb,,2021-04-20T11:08:02.000Z,5583,7gaer1ki,64,0.0001,HUST-19 (slices),,150,,categorical_crossentropy,0.05,VGG_16,3,,4242,stratified_shuffle_deterministic,,,0,0.8208298087,148,"[[333,85,153],[37,343,20],[60,27,911]]",,150,5905,0.418042928,14768835,,,,,,,0.4562716782,0.8059928898,0.7809313078,0.7895568875,0.7845043473,1969,0.8679532758,0.8751200768,0.8404059041,0.9128256513,0.8218331617,998,0.8298628746,0.6653346653,0.7744186047,0.5831873905,0.9306151645,571,0.9141696293,0.8023391813,0.7538461538,0.8575,0.9286169535,400,0.7994980209,0.8036854124,0.8059928898,1969
"{model: vgg_simple, client_lr: 0.01, lr_decay: 0.05, num_clients: 3}",12c1edhx,finished,-,maxb,,2021-04-20T17:11:01.000Z,1271,7gaer1ki,64,0.01,HUST-19 (slices),,150,,categorical_crossentropy,0.05,VGG_Simple,3,,4242,stratified_shuffle_deterministic,,,0,0.7674852014,149,"[[281,95,195],[15,366,19],[22,15,961]]",,150,5905,0.488983959,714467,,,,,,,0.4503639042,0.8166582021,0.7840929678,0.8234759007,0.7900149803,1969,0.8725241239,0.8844914864,0.8178723404,0.9629258517,0.7796086509,998,0.8339258507,0.6321709786,0.8836477987,0.4921190893,0.9735336195,571,0.9268664297,0.8356164384,0.768907563,0.915,0.9298916507,400,0.8013909129,0.8269997532,0.8166582021,1969
"{model: vgg_simple, client_lr: 0.001, lr_decay: 0.05, num_clients: 3}",1snclnl3,finished,-,maxb,,2021-04-20T09:37:06.000Z,1978,7gaer1ki,64,0.001,HUST-19 (slices),,150,,categorical_crossentropy,0.05,VGG_Simple,3,,4242,stratified_shuffle_deterministic,,,0,0.7534292936,149,"[[299,62,210],[67,296,37],[44,20,934]]",,150,5905,0.6333329678,714467,,,,,,,0.6154762506,0.7765363128,0.7425938293,0.7677307611,0.7331714918,1969,0.8420518029,0.8572739789,0.7908552075,0.9358717435,0.745623069,998,0.8054850178,0.6095820591,0.7292682927,0.523642732,0.9206008584,571,0.905535805,0.7609254499,0.7830687831,0.74,0.9477374124,400,0.7658714914,0.7714135121,0.7765363128,1969
"{model: vgg_simple, client_lr: 0.0001, lr_decay: 0.05, num_clients: 1}",cb2zto86,finished,-,maxb,,2021-04-20T12:41:12.000Z,5170,7gaer1ki,64,0.0001,HUST-19 (slices),,150,,categorical_crossentropy,0.05,VGG_Simple,1,,4242,,,,0,0.5517610908,149,"[[88,26,457],[36,143,221],[21,14,963]]",,150,17716,0.8935819864,714467,,,,,,,0.8416236043,0.6063991874,0.4887326653,0.6583848704,0.4921818155,1969,0.6378872524,0.7298219022,0.5868372943,0.9649298597,0.3017507724,998,0.7257491112,0.2458100559,0.6068965517,0.1541155867,0.9592274678,571,0.8491620112,0.4905660377,0.781420765,0.3575,0.9745060548,400,0.5408563816,0.6321837769,0.6063991874,1969
"{model: vgg_16, client_lr: 0.001, lr_decay: 0.05, num_clients: 1}",rqxs9tee,finished,-,maxb,,2021-04-20T09:27:00.000Z,14739,7gaer1ki,64,0.001,HUST-19 (slices),,150,,categorical_crossentropy,0.05,VGG_16,1,,4242,,,,0,0.8498532176,149,"[[381,65,125],[50,339,11],[37,27,934]]",,150,17716,0.3241071999,14768835,,,,,,,0.3506963849,0.8400203149,0.8175233918,0.8245142279,0.8168740604,1969,0.8984255967,0.9032882012,0.8728971963,0.9358717435,0.859938208,998,0.8593194515,0.7333974976,0.8141025641,0.6672504378,0.9377682403,571,0.9222955815,0.8158844765,0.7865429234,0.8475,0.9413639261,400,0.8362647976,0.8383042841,0.8400203149,1969
"{model: Federated VGG_Simple, client_lr: 0.0001, lr_decay: 0.05, num_clients: 3, epochs_per_client: 10}",0h93gsb5,finished,-,maxb,host-max-pve,2021-04-14T18:06:14.000Z,8506,chlrvmn2,64,0.0001,HUST-19 (slices),,150,10,categorical_crossentropy,0.05,Federated VGG_Simple,3,15,4242,stratified_shuffle_deterministic,1,FALSE,,0.7532230616,150,"[[296,89,186],[36,349,15],[18,19,961]]",,150,17716,0.5445783138,714467,15,59050,,,,,0.4061638117,0.8156424581,0.7823544935,0.8121376032,0.7846048811,1969,0.8791264601,0.8898148148,0.8270223752,0.9629258517,0.7929969104,998,0.8329101067,0.6427795874,0.8457142857,0.5183887916,0.9613733906,571,0.9192483494,0.8144690782,0.7636761488,0.8725,0.931166348,400,0.802869457,0.819574224,0.8156424581,1969
"{model: Federated VGG_Simple, client_lr: 0.0001, lr_decay: 0.05, num_clients: 2, epochs_per_client: 10}",0lw94nkk,finished,-,maxb,,2021-04-11T02:34:06.000Z,8090,am6j3hgn,64,0.0001,HUST-19 (slices),,150,10,categorical_crossentropy,0.05,Federated VGG_Simple,2,15,4242,stratified_shuffle_deterministic,1,FALSE,,0.7521167397,150,"[[279,80,212],[18,360,22],[12,24,962]]",,150,17716,0.5414769053,714467,15,88580,,,,,0.4188808799,0.813103098,0.7814537812,0.8277075055,0.7841814394,1969,0.8628745556,0.8769371012,0.8043478261,0.9639278557,0.7590113285,998,0.8364652108,0.6340909091,0.9029126214,0.4886164623,0.9785407725,571,0.9268664297,0.8333333333,0.775862069,0.9,0.9337157425,400,0.7976548854,0.8271442686,0.813103098,1969
"{model: Federated VGG_Simple, client_lr: 0.0001, lr_decay: 0.05, num_clients: 1, epochs_per_client: 5}",2ylmdyf0,finished,-,maxb,host-max-main,2021-04-14T08:46:41.000Z,8244,chlrvmn2,64,0.0001,HUST-19 (slices),,150,5,categorical_crossentropy,0.05,Federated VGG_Simple,1,30,4242,stratified_shuffle_deterministic,1,FALSE,,0.780277729,150,"[[300,86,185],[16,367,17],[3,21,974]]",,150,17716,0.4741562605,714467,30,88580,,,,,0.3732584715,0.8334179787,0.8033394651,0.8476439225,0.8062819831,1969,0.8852209243,0.8960441582,0.8282312925,0.9759519038,0.7919670443,998,0.8527171153,0.6741573034,0.9404388715,0.5253940455,0.9864091559,571,0.9288979177,0.8398169336,0.7742616034,0.9175,0.9318036966,400,0.8202756037,0.8498070426,0.8334179787,1969
"{model: vgg_simple, client_lr: 0.01, lr_decay: 0.05, num_clients: 2}",48c8uaej,finished,-,maxb,,2021-04-26T21:51:04.000Z,2801,7gaer1ki,64,0.01,HUST-19 (slices),,150,,categorical_crossentropy,0.05,VGG_Simple,2,,4242,stratified_shuffle_deterministic,,,0,0.5535109639,150,"[[37,18,516],[1,119,280],[2,29,967]]",,150,8858,0.9106437564,714467,,,,,,,0.8919147253,0.5703402743,0.4140261577,0.7301214501,0.4437454916,1969,0.5799898426,0.7004708439,0.5484968803,0.9689378758,0.1802265705,998,0.7272727273,0.1211129296,0.925,0.06479859895,0.9978540773,571,0.8334179787,0.4204946996,0.7168674699,0.2975,0.9700446144,400,0.4755831716,0.6918851572,0.5703402743,1969
"{model: Federated VGG_Simple, client_lr: 0.0001, lr_decay: 0.05, num_clients: 1, epochs_per_client: 10}",5g70j5fb,finished,-,maxb,host-max-pve,2021-04-14T14:56:20.000Z,8119,chlrvmn2,64,0.0001,HUST-19 (slices),,150,10,categorical_crossentropy,0.05,Federated VGG_Simple,1,15,4242,stratified_shuffle_deterministic,1,FALSE,,0.7759313583,150,"[[306,90,175],[26,361,13],[12,23,963]]",,150,17716,0.4940312505,714467,15,177160,,,,,0.3839399219,0.8278313865,0.7970567402,0.8292673433,0.8011105954,1969,0.8867445404,0.896230805,0.8366637706,0.9649298597,0.8063851699,998,0.8461147791,0.668852459,0.8895348837,0.5359019264,0.9728183119,571,0.9228034535,0.8260869565,0.7616033755,0.9025,0.9279796048,400,0.8160426004,0.8367476952,0.8278313865,1969
"{model: Federated VGG_16, client_lr: 0.001, lr_decay: 0.05, num_clients: 2, epochs_per_client: 10}",8rzm2t6w,finished,-,maxb,max-pve,2021-04-10T22:58:52.000Z,11240,am6j3hgn,64,0.001,HUST-19 (slices),,150,10,categorical_crossentropy,0.05,Federated VGG_16,2,15,4242,stratified_shuffle_deterministic,1,FALSE,,0.8921313882,150,"[[439,82,50],[38,354,8],[145,19,834]]",,150,17716,0.2209424973,14768835,15,88580,,,,,0.3699095249,0.8263077704,0.8155232078,0.8062624459,0.8298326542,1969,0.8872524124,0.8825396825,0.9349775785,0.8356713427,0.9402677652,998,0.8400203149,0.7359597653,0.7057877814,0.76882662,0.8690987124,571,0.9253428136,0.8280701754,0.778021978,0.885,0.9356277884,400,0.8289668356,0.8366283584,0.8263077704,1969
"{model: Federated VGG_Simple, client_lr: 0.001, lr_decay: 0.05, num_clients: 2, epochs_per_client: 10}",968h1rh0,finished,-,maxb,max-pve,2021-04-11T05:19:17.000Z,4877,am6j3hgn,64,0.001,HUST-19 (slices),,150,10,categorical_crossentropy,0.05,Federated VGG_Simple,2,15,4242,stratified_shuffle_deterministic,1,FALSE,,0.8398453593,150,"[[365,84,122],[17,380,3],[37,20,941]]",,150,17716,0.3359129429,714467,15,88580,,,,,0.2959079146,0.8562722194,0.8363079832,0.8463282991,0.8440383979,1969,0.907567293,0.9118217054,0.882739212,0.9428857715,0.8712667353,998,0.8679532758,0.7373737374,0.8711217184,0.6392294221,0.9613733906,571,0.93702387,0.8597285068,0.7851239669,0.95,0.9337157425,400,0.8506500095,0.8595397773,0.8562722194,1969
"{model: vgg_simple, client_lr: 0.0001, lr_decay: 0.05, num_clients: 3}",atsukcgi,finished,-,maxb,,2021-04-20T12:21:28.000Z,1985,7gaer1ki,64,0.0001,HUST-19 (slices),,150,,categorical_crossentropy,0.05,VGG_Simple,3,,4242,stratified_shuffle_deterministic,,,0,0.5696867108,150,"[[85,35,451],[20,147,233],[28,21,949]]",,150,5905,0.9087876678,714467,,,,,,,0.8498272896,0.5997968512,0.4834793898,0.6481248945,0.4890878166,1969,0.6277298121,0.7213987077,0.581139008,0.9509018036,0.2955715757,998,0.7287963433,0.2414772727,0.6390977444,0.1488616462,0.9656652361,571,0.843067547,0.4875621891,0.724137931,0.3675,0.9643084767,400,0.5347203193,0.6269968077,0.5997968512,1969
"{model: Federated VGG_Simple, client_lr: 0.001, lr_decay: 0, num_clients: 2, epochs_per_client: 10}",clr0ws17,finished,-,maxb,max-pve,2021-04-10T22:58:32.000Z,4788,am6j3hgn,64,0.001,HUST-19 (slices),,150,10,categorical_crossentropy,0,Federated VGG_Simple,2,15,4242,stratified_shuffle_deterministic,1,FALSE,,0.8548374176,150,"[[389,55,127],[28,367,5],[16,15,967]]",,150,17716,0.2917414308,714467,15,88580,,,,,0.2603078187,0.875063484,0.8580372551,0.8726970384,0.8558996072,1969,0.9172168614,0.9222699094,0.8798908098,0.9689378758,0.8640576725,998,0.8852209243,0.7749003984,0.8983833718,0.6812609457,0.9685264664,571,0.9476891823,0.8769414576,0.8398169336,0.9175,0.9553855959,400,0.8703250788,0.8771125988,0.875063484,1969
"{model: vgg_simple, client_lr: 0.0001, lr_decay: 0.05, num_clients: 2}",d17u5ji9,finished,-,maxb,,2021-04-20T12:32:53.000Z,2751,7gaer1ki,64,0.0001,HUST-19 (slices),,150,,categorical_crossentropy,0.05,VGG_Simple,2,,4242,stratified_shuffle_deterministic,,,0,0.5763152242,150,"[[199,17,355],[131,139,130],[73,9,916]]",,150,8858,0.9033889174,714467,,,,,,,0.849458456,0.6368715084,0.5547703832,0.6633464898,0.5379490183,1969,0.7120365668,0.7636515215,0.6538187009,0.9178356713,0.5005149331,998,0.7074657186,0.40862423,0.4937965261,0.3485113835,0.8540772532,571,0.8542407313,0.4920353982,0.8424242424,0.3475,0.9834289356,400,0.6055169188,0.6457280736,0.6368715084,1969
"{model: Federated VGG_Simple, client_lr: 0.0001, lr_decay: 0.05, num_clients: 3, epochs_per_client: 5}",dus4akn8,finished,-,maxb,host-max-main,2021-04-14T08:47:09.000Z,8215,chlrvmn2,64,0.0001,HUST-19 (slices),,150,5,categorical_crossentropy,0.05,Federated VGG_Simple,3,30,4242,stratified_shuffle_deterministic,1,FALSE,,0.7910363674,150,"[[330,77,164],[25,360,15],[16,21,961]]",,150,17716,0.4535996914,714467,30,29525,,,,,0.3443630338,0.8384966988,0.8129229276,0.8394988425,0.8136197673,1969,0.8902996445,0.8989710009,0.8429824561,0.9629258517,0.815653965,998,0.8567800914,0.7006369427,0.8894878706,0.5779334501,0.9706723891,571,0.9299136618,0.8391608392,0.7860262009,0.9,0.9375398343,400,0.8293047683,0.8448981949,0.8384966988,1969
"{model: Federated VGG_16, client_lr: 0.001, lr_decay: 0.05, num_clients: 3, epochs_per_client: 10}",esca0fcb,finished,-,maxb,host-max-main,2021-04-14T03:43:20.000Z,19020,chlrvmn2,64,0.001,HUST-19 (slices),,150,10,categorical_crossentropy,0.05,Federated VGG_16,3,15,4242,stratified_shuffle_deterministic,1,FALSE,,0.8960826397,150,"[[376,60,135],[23,365,12],[40,15,943]]",,150,17716,0.2135062367,14768835,15,59050,,,,,0.3216568232,0.8552564754,0.8389529265,0.8503916989,0.8386278833,1969,0.8974098527,0.903256705,0.8651376147,0.9448897796,0.8486096807,998,0.8689690198,0.7445544554,0.8564920273,0.6584938704,0.9549356223,571,0.9441340782,0.869047619,0.8295454545,0.9125,0.9521988528,400,0.8502843236,0.8553999334,0.8552564754,1969
"{model: vgg_16, client_lr: 0.0001, lr_decay: 0.05, num_clients: 1}",etw5glvs,finished,-,maxb,,2021-04-20T11:49:03.000Z,14825,7gaer1ki,64,0.0001,HUST-19 (slices),,150,,categorical_crossentropy,0.05,VGG_16,1,,4242,,,,0,0.8898735642,150,"[[440,49,82],[41,355,4],[45,17,936]]",,150,17716,0.2289968133,14768835,,,,,,,0.2633328438,0.8791264601,0.8645731612,0.8651945257,0.865317895,1969,0.9248349416,0.9267326733,0.915851272,0.9378757515,0.9114315139,998,0.8897917725,0.8021877849,0.8365019011,0.7705779335,0.9384835479,571,0.9436262062,0.8647990256,0.8432304038,0.8875,0.9579349904,400,0.8780335415,0.8780875148,0.8791264601,1969
